ID,Text,Murder,Homicide,Robbery,Physical Injuries,Rape,Theft,Carnapping,Others
2496,she was just there sitting on the couch minding her business when he started acting strange he harassed her at first just some comments about her body then he got closer his hand slipped under her shirt she tried to push him away but he didn’t stop she screamed and he panicked he pushed her hard and she fell backwards hitting her head on the table it was accidental he didn’t mean to kill her but it happened she was dead and he was just staring at her body not knowing what to do,0,1,0,0,1,0,0,0
2497,i can’t believe what happened he was always so careful but that night it was different he was drinking too much and lost control he saw her alone in her room and decided to take advantage of the situation he exploited her vulnerability forcing himself on her she tried to resist but he overpowered her when it was over she was crying and he just left her there later she was found dead in her bed it was a result of negligence he didn’t check if she was okay he just left her,0,1,0,0,1,0,0,0
2498,he told me he didn’t mean for it to go that far it was all a mistake she was just trying to leave when he grabbed her he forced her down and there was penetration she fought hard but he wouldn’t let go after he was done he saw the blood her head had hit the corner of the table during the struggle and she wasn’t moving anymore he didn’t know what to do he just sat there in shock staring at what he had done he kept saying it was a mistake but there was no taking it back,0,1,0,0,1,0,0,0
2499,it all started out so innocent they were just watching a movie together when things got out of hand he started to grope her at first she laughed it off but then he got more aggressive she tried to stop him but he wouldn’t listen he got angry and pushed her away she stumbled and fell her head hitting the edge of the coffee table it was coincidental he didn’t mean for it to happen that way but she was dead he kept saying it wasn’t supposed to happen but it did and now she’s gone,0,1,0,0,1,0,0,0
2500,i never thought something like this would happen he was always so gentle but that night he changed he molested her in her own bed she woke up and tried to scream but he covered her mouth it was all so fast so chaotic she struggled and he held on tighter he didn’t notice when her breathing stopped it was inadvertent he never meant to kill her but she was gone by the time he realized what had happened he just kept saying he didn’t mean for any of it to happen but it did,0,1,0,0,1,0,0,0
2501,while working at a music festival my iphone 13 pro was covertly pilfered i placed the phone in lost mode and filed a claim through the insurance portal after getting connected it was a hassle to replace the phone but the insurance covered it eventually,0,0,0,0,0,1,0,0
2502,during a concert my husband noticed someone stealthily filching his phone from his back pocket despite his efforts to keep it safe by holding it the thief managed to pickpocket the phone and flee quickly,0,0,0,0,0,1,0,0
2503,last year at a gojira concert my cousin and i got our phones pickpocketed it was such a disappointing experience but we learned to be more cautious in crowded events,0,0,0,0,0,1,0,0
2504,this morning at the hotel my wallet was unnoticeably stolen while i waited for the shuttle im now stressed about flying home without id tomorrow,0,0,0,0,0,1,0,0
2505,living in copenhagen ive experienced more thefts than ever before in just the past year my bike scooter headphones sunglasses and even my apple pencil were stealthily filched from secure places it feels like anything can be secretly stolen here,0,0,0,0,0,1,0,0
2506,i was waiting for the bus when a guy bumped into me at first i thought nothing of it but then i realized my purse was quietly swiped it had my id credit cards and cash in it it was a nightmare to cancel everything and replace my id,0,0,0,0,0,1,0,0
